Country Code (ISO3),Region,Zip,Weight From,Weight To,Price,Type
ESP,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
ESP,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
ESP,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
ESP,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
ESP,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
ESP,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
ESP,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
ESP,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
ESP,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
ESP,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
ESP,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
ESP,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
ESP,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
ESP,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
ESP,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
ESP,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
ESP,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
ESP,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
ESP,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
ESP,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
ESP,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
ESP,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
ESP,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
ESP,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
ESP,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
ESP,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
ESP,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
ESP,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
ESP,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
ESP,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
ESP,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
ESP,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
ESP,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
ESP,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
ESP,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
ESP,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
ESP,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
ESP,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
ESP,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
ESP,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
ESP,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
ESP,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
ESP,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
ESP,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
ESP,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
ESP,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
ESP,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
ESP,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
ESP,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
SWE,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
SWE,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
SWE,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
SWE,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
SWE,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
SWE,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
SWE,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
SWE,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
SWE,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
SWE,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
SWE,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
SWE,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
SWE,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
SWE,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
SWE,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
SWE,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
SWE,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
SWE,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
SWE,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
SWE,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
SWE,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
SWE,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
SWE,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
SWE,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
SWE,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
SWE,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
SWE,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
SWE,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
SWE,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
SWE,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
SWE,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
SWE,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
SWE,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
SWE,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
SWE,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
SWE,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
SWE,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
SWE,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
SWE,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
SWE,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
SWE,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
SWE,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
SWE,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
SWE,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
SWE,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
SWE,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
SWE,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
SWE,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
SWE,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
SWE,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
SWE,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
SWE,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
SWE,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
SWE,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
SWE,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
SWE,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
SWE,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
SWE,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
SWE,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
SWE,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
GIB,*,*,0,0.5,27.60,SDA Tradizionale ZONA  2
GIB,*,*,0.51,1,31.38,SDA Tradizionale ZONA  2
GIB,*,*,1.01,1.5,32.52,SDA Tradizionale ZONA  2
GIB,*,*,1.51,2,35.46,SDA Tradizionale ZONA  2
GIB,*,*,2.01,2.5,38.34,SDA Tradizionale ZONA  2
GIB,*,*,2.51,3,40.92,SDA Tradizionale ZONA  2
GIB,*,*,3.01,3.5,41.04,SDA Tradizionale ZONA  2
GIB,*,*,3.51,4,42.00,SDA Tradizionale ZONA  2
GIB,*,*,4.01,4.5,43.98,SDA Tradizionale ZONA  2
GIB,*,*,4.51,5,46.14,SDA Tradizionale ZONA  2
GIB,*,*,5.01,5.5,48.24,SDA Tradizionale ZONA  2
GIB,*,*,5.51,6,48.36,SDA Tradizionale ZONA  2
GIB,*,*,6.01,6.5,48.90,SDA Tradizionale ZONA  2
GIB,*,*,6.51,7,50.64,SDA Tradizionale ZONA  2
GIB,*,*,7.01,7.5,52.38,SDA Tradizionale ZONA  2
GIB,*,*,7.51,8,54.06,SDA Tradizionale ZONA  2
GIB,*,*,8.01,8.5,55.80,SDA Tradizionale ZONA  2
GIB,*,*,8.51,9,57.54,SDA Tradizionale ZONA  2
GIB,*,*,9.01,9.5,59.22,SDA Tradizionale ZONA  2
GIB,*,*,9.51,10,60.96,SDA Tradizionale ZONA  2
GIB,*,*,10.01,10.5,61.08,SDA Tradizionale ZONA  2
GIB,*,*,10.51,11,62.16,SDA Tradizionale ZONA  2
GIB,*,*,11.01,11.5,63.84,SDA Tradizionale ZONA  2
GIB,*,*,11.51,12,65.58,SDA Tradizionale ZONA  2
GIB,*,*,12.01,12.5,67.32,SDA Tradizionale ZONA  2
GIB,*,*,12.51,13,69.06,SDA Tradizionale ZONA  2
GIB,*,*,13.01,13.5,70.74,SDA Tradizionale ZONA  2
GIB,*,*,13.51,14,72.48,SDA Tradizionale ZONA  2
GIB,*,*,14.01,14.5,74.22,SDA Tradizionale ZONA  2
GIB,*,*,14.5,15,75.96,SDA Tradizionale ZONA  2
GIB,*,*,15.01,15.5,77.70,SDA Tradizionale ZONA  2
GIB,*,*,15.51,16,79.44,SDA Tradizionale ZONA  2
GIB,*,*,16.01,16.5,81.18,SDA Tradizionale ZONA  2
GIB,*,*,16.51,17,82.92,SDA Tradizionale ZONA  2
GIB,*,*,17.01,17.5,84.66,SDA Tradizionale ZONA  2
GIB,*,*,17.51,18,86.40,SDA Tradizionale ZONA  2
GIB,*,*,18.01,18.5,88.08,SDA Tradizionale ZONA  2
GIB,*,*,18.51,19,89.88,SDA Tradizionale ZONA  2
GIB,*,*,19.01,19.5,91.62,SDA Tradizionale ZONA  2
GIB,*,*,19.51,20,93.36,SDA Tradizionale ZONA  2
GIB,*,*,20.01,20.5,94.56,SDA Tradizionale ZONA  2
GIB,*,*,20.51,21,152.28,SDA Tradizionale ZONA  2
GIB,*,*,21.01,21.5,154.26,SDA Tradizionale ZONA  2
GIB,*,*,21.51,22,156.30,SDA Tradizionale ZONA  2
GIB,*,*,22.01,22.5,158.34,SDA Tradizionale ZONA  2
GIB,*,*,22.51,23,160.32,SDA Tradizionale ZONA  2
GIB,*,*,23.01,23.5,162.36,SDA Tradizionale ZONA  2
GIB,*,*,23.51,24,164.40,SDA Tradizionale ZONA  2
GIB,*,*,24.01,24.5,166.44,SDA Tradizionale ZONA  2
GIB,*,*,24.51,25,168.42,SDA Tradizionale ZONA  2
GIB,*,*,25.01,25.5,170.46,SDA Tradizionale ZONA  2
GIB,*,*,25.51,26,172.50,SDA Tradizionale ZONA  2
GIB,*,*,26.01,26.5,174.54,SDA Tradizionale ZONA  2
GIB,*,*,26.51,27,176.58,SDA Tradizionale ZONA  2
GIB,*,*,27.01,27.5,178.62,SDA Tradizionale ZONA  2
GIB,*,*,27.51,28,180.66,SDA Tradizionale ZONA  2
GIB,*,*,28.01,28.5,182.70,SDA Tradizionale ZONA  2
GIB,*,*,28.51,29,184.74,SDA Tradizionale ZONA  2
GIB,*,*,29.01,2.5,186.78,SDA Tradizionale ZONA  2
GIB,*,*,29.51,30,188.82,SDA Tradizionale ZONA  2
ISL,*,*,0,0.5,27.60,SDA Tradizionale ZONA  2
ISL,*,*,0.51,1,31.38,SDA Tradizionale ZONA  2
ISL,*,*,1.01,1.5,32.52,SDA Tradizionale ZONA  2
ISL,*,*,1.51,2,35.46,SDA Tradizionale ZONA  2
ISL,*,*,2.01,2.5,38.34,SDA Tradizionale ZONA  2
ISL,*,*,2.51,3,40.92,SDA Tradizionale ZONA  2
ISL,*,*,3.01,3.5,41.04,SDA Tradizionale ZONA  2
ISL,*,*,3.51,4,42.00,SDA Tradizionale ZONA  2
ISL,*,*,4.01,4.5,43.98,SDA Tradizionale ZONA  2
ISL,*,*,4.51,5,46.14,SDA Tradizionale ZONA  2
ISL,*,*,5.01,5.5,48.24,SDA Tradizionale ZONA  2
ISL,*,*,5.51,6,48.36,SDA Tradizionale ZONA  2
ISL,*,*,6.01,6.5,48.90,SDA Tradizionale ZONA  2
ISL,*,*,6.51,7,50.64,SDA Tradizionale ZONA  2
ISL,*,*,7.01,7.5,52.38,SDA Tradizionale ZONA  2
ISL,*,*,7.51,8,54.06,SDA Tradizionale ZONA  2
ISL,*,*,8.01,8.5,55.80,SDA Tradizionale ZONA  2
ISL,*,*,8.51,9,57.54,SDA Tradizionale ZONA  2
ISL,*,*,9.01,9.5,59.22,SDA Tradizionale ZONA  2
ISL,*,*,9.51,10,60.96,SDA Tradizionale ZONA  2
ISL,*,*,10.01,10.5,61.08,SDA Tradizionale ZONA  2
ISL,*,*,10.51,11,62.16,SDA Tradizionale ZONA  2
ISL,*,*,11.01,11.5,63.84,SDA Tradizionale ZONA  2
ISL,*,*,11.51,12,65.58,SDA Tradizionale ZONA  2
ISL,*,*,12.01,12.5,67.32,SDA Tradizionale ZONA  2
ISL,*,*,12.51,13,69.06,SDA Tradizionale ZONA  2
ISL,*,*,13.01,13.5,70.74,SDA Tradizionale ZONA  2
ISL,*,*,13.51,14,72.48,SDA Tradizionale ZONA  2
ISL,*,*,14.01,14.5,74.22,SDA Tradizionale ZONA  2
ISL,*,*,14.5,15,75.96,SDA Tradizionale ZONA  2
ISL,*,*,15.01,15.5,77.70,SDA Tradizionale ZONA  2
ISL,*,*,15.51,16,79.44,SDA Tradizionale ZONA  2
ISL,*,*,16.01,16.5,81.18,SDA Tradizionale ZONA  2
ISL,*,*,16.51,17,82.92,SDA Tradizionale ZONA  2
ISL,*,*,17.01,17.5,84.66,SDA Tradizionale ZONA  2
ISL,*,*,17.51,18,86.40,SDA Tradizionale ZONA  2
ISL,*,*,18.01,18.5,88.08,SDA Tradizionale ZONA  2
ISL,*,*,18.51,19,89.88,SDA Tradizionale ZONA  2
ISL,*,*,19.01,19.5,91.62,SDA Tradizionale ZONA  2
ISL,*,*,19.51,20,93.36,SDA Tradizionale ZONA  2
ISL,*,*,20.01,20.5,94.56,SDA Tradizionale ZONA  2
ISL,*,*,20.51,21,152.28,SDA Tradizionale ZONA  2
ISL,*,*,21.01,21.5,154.26,SDA Tradizionale ZONA  2
ISL,*,*,21.51,22,156.30,SDA Tradizionale ZONA  2
ISL,*,*,22.01,22.5,158.34,SDA Tradizionale ZONA  2
ISL,*,*,22.51,23,160.32,SDA Tradizionale ZONA  2
ISL,*,*,23.01,23.5,162.36,SDA Tradizionale ZONA  2
ISL,*,*,23.51,24,164.40,SDA Tradizionale ZONA  2
ISL,*,*,24.01,24.5,166.44,SDA Tradizionale ZONA  2
ISL,*,*,24.51,25,168.42,SDA Tradizionale ZONA  2
ISL,*,*,25.01,25.5,170.46,SDA Tradizionale ZONA  2
ISL,*,*,25.51,26,172.50,SDA Tradizionale ZONA  2
ISL,*,*,26.01,26.5,174.54,SDA Tradizionale ZONA  2
ISL,*,*,26.51,27,176.58,SDA Tradizionale ZONA  2
ISL,*,*,27.01,27.5,178.62,SDA Tradizionale ZONA  2
ISL,*,*,27.51,28,180.66,SDA Tradizionale ZONA  2
ISL,*,*,28.01,28.5,182.70,SDA Tradizionale ZONA  2
ISL,*,*,28.51,29,184.74,SDA Tradizionale ZONA  2
ISL,*,*,29.01,2.5,186.78,SDA Tradizionale ZONA  2
ISL,*,*,29.51,30,188.82,SDA Tradizionale ZONA  2
LIE,*,*,0,0.5,27.60,SDA Tradizionale ZONA  2
LIE,*,*,0.51,1,31.38,SDA Tradizionale ZONA  2
LIE,*,*,1.01,1.5,32.52,SDA Tradizionale ZONA  2
LIE,*,*,1.51,2,35.46,SDA Tradizionale ZONA  2
LIE,*,*,2.01,2.5,38.34,SDA Tradizionale ZONA  2
LIE,*,*,2.51,3,40.92,SDA Tradizionale ZONA  2
LIE,*,*,3.01,3.5,41.04,SDA Tradizionale ZONA  2
LIE,*,*,3.51,4,42.00,SDA Tradizionale ZONA  2
LIE,*,*,4.01,4.5,43.98,SDA Tradizionale ZONA  2
LIE,*,*,4.51,5,46.14,SDA Tradizionale ZONA  2
LIE,*,*,5.01,5.5,48.24,SDA Tradizionale ZONA  2
LIE,*,*,5.51,6,48.36,SDA Tradizionale ZONA  2
LIE,*,*,6.01,6.5,48.90,SDA Tradizionale ZONA  2
LIE,*,*,6.51,7,50.64,SDA Tradizionale ZONA  2
LIE,*,*,7.01,7.5,52.38,SDA Tradizionale ZONA  2
LIE,*,*,7.51,8,54.06,SDA Tradizionale ZONA  2
LIE,*,*,8.01,8.5,55.80,SDA Tradizionale ZONA  2
LIE,*,*,8.51,9,57.54,SDA Tradizionale ZONA  2
LIE,*,*,9.01,9.5,59.22,SDA Tradizionale ZONA  2
LIE,*,*,9.51,10,60.96,SDA Tradizionale ZONA  2
LIE,*,*,10.01,10.5,61.08,SDA Tradizionale ZONA  2
LIE,*,*,10.51,11,62.16,SDA Tradizionale ZONA  2
LIE,*,*,11.01,11.5,63.84,SDA Tradizionale ZONA  2
LIE,*,*,11.51,12,65.58,SDA Tradizionale ZONA  2
LIE,*,*,12.01,12.5,67.32,SDA Tradizionale ZONA  2
LIE,*,*,12.51,13,69.06,SDA Tradizionale ZONA  2
LIE,*,*,13.01,13.5,70.74,SDA Tradizionale ZONA  2
LIE,*,*,13.51,14,72.48,SDA Tradizionale ZONA  2
LIE,*,*,14.01,14.5,74.22,SDA Tradizionale ZONA  2
LIE,*,*,14.5,15,75.96,SDA Tradizionale ZONA  2
LIE,*,*,15.01,15.5,77.70,SDA Tradizionale ZONA  2
LIE,*,*,15.51,16,79.44,SDA Tradizionale ZONA  2
LIE,*,*,16.01,16.5,81.18,SDA Tradizionale ZONA  2
LIE,*,*,16.51,17,82.92,SDA Tradizionale ZONA  2
LIE,*,*,17.01,17.5,84.66,SDA Tradizionale ZONA  2
LIE,*,*,17.51,18,86.40,SDA Tradizionale ZONA  2
LIE,*,*,18.01,18.5,88.08,SDA Tradizionale ZONA  2
LIE,*,*,18.51,19,89.88,SDA Tradizionale ZONA  2
LIE,*,*,19.01,19.5,91.62,SDA Tradizionale ZONA  2
LIE,*,*,19.51,20,93.36,SDA Tradizionale ZONA  2
LIE,*,*,20.01,20.5,94.56,SDA Tradizionale ZONA  2
LIE,*,*,20.51,21,152.28,SDA Tradizionale ZONA  2
LIE,*,*,21.01,21.5,154.26,SDA Tradizionale ZONA  2
LIE,*,*,21.51,22,156.30,SDA Tradizionale ZONA  2
LIE,*,*,22.01,22.5,158.34,SDA Tradizionale ZONA  2
LIE,*,*,22.51,23,160.32,SDA Tradizionale ZONA  2
LIE,*,*,23.01,23.5,162.36,SDA Tradizionale ZONA  2
LIE,*,*,23.51,24,164.40,SDA Tradizionale ZONA  2
LIE,*,*,24.01,24.5,166.44,SDA Tradizionale ZONA  2
LIE,*,*,24.51,25,168.42,SDA Tradizionale ZONA  2
LIE,*,*,25.01,25.5,170.46,SDA Tradizionale ZONA  2
LIE,*,*,25.51,26,172.50,SDA Tradizionale ZONA  2
LIE,*,*,26.01,26.5,174.54,SDA Tradizionale ZONA  2
LIE,*,*,26.51,27,176.58,SDA Tradizionale ZONA  2
LIE,*,*,27.01,27.5,178.62,SDA Tradizionale ZONA  2
LIE,*,*,27.51,28,180.66,SDA Tradizionale ZONA  2
LIE,*,*,28.01,28.5,182.70,SDA Tradizionale ZONA  2
LIE,*,*,28.51,29,184.74,SDA Tradizionale ZONA  2
LIE,*,*,29.01,2.5,186.78,SDA Tradizionale ZONA  2
LIE,*,*,29.51,30,188.82,SDA Tradizionale ZONA  2
NOR,*,*,0,0.5,27.60,SDA Tradizionale ZONA  2
NOR,*,*,0.51,1,31.38,SDA Tradizionale ZONA  2
NOR,*,*,1.01,1.5,32.52,SDA Tradizionale ZONA  2
NOR,*,*,1.51,2,35.46,SDA Tradizionale ZONA  2
NOR,*,*,2.01,2.5,38.34,SDA Tradizionale ZONA  2
NOR,*,*,2.51,3,40.92,SDA Tradizionale ZONA  2
NOR,*,*,3.01,3.5,41.04,SDA Tradizionale ZONA  2
NOR,*,*,3.51,4,42.00,SDA Tradizionale ZONA  2
NOR,*,*,4.01,4.5,43.98,SDA Tradizionale ZONA  2
NOR,*,*,4.51,5,46.14,SDA Tradizionale ZONA  2
NOR,*,*,5.01,5.5,48.24,SDA Tradizionale ZONA  2
NOR,*,*,5.51,6,48.36,SDA Tradizionale ZONA  2
NOR,*,*,6.01,6.5,48.90,SDA Tradizionale ZONA  2
NOR,*,*,6.51,7,50.64,SDA Tradizionale ZONA  2
NOR,*,*,7.01,7.5,52.38,SDA Tradizionale ZONA  2
NOR,*,*,7.51,8,54.06,SDA Tradizionale ZONA  2
NOR,*,*,8.01,8.5,55.80,SDA Tradizionale ZONA  2
NOR,*,*,8.51,9,57.54,SDA Tradizionale ZONA  2
NOR,*,*,9.01,9.5,59.22,SDA Tradizionale ZONA  2
NOR,*,*,9.51,10,60.96,SDA Tradizionale ZONA  2
NOR,*,*,10.01,10.5,61.08,SDA Tradizionale ZONA  2
NOR,*,*,10.51,11,62.16,SDA Tradizionale ZONA  2
NOR,*,*,11.01,11.5,63.84,SDA Tradizionale ZONA  2
NOR,*,*,11.51,12,65.58,SDA Tradizionale ZONA  2
NOR,*,*,12.01,12.5,67.32,SDA Tradizionale ZONA  2
NOR,*,*,12.51,13,69.06,SDA Tradizionale ZONA  2
NOR,*,*,13.01,13.5,70.74,SDA Tradizionale ZONA  2
NOR,*,*,13.51,14,72.48,SDA Tradizionale ZONA  2
NOR,*,*,14.01,14.5,74.22,SDA Tradizionale ZONA  2
NOR,*,*,14.5,15,75.96,SDA Tradizionale ZONA  2
NOR,*,*,15.01,15.5,77.70,SDA Tradizionale ZONA  2
NOR,*,*,15.51,16,79.44,SDA Tradizionale ZONA  2
NOR,*,*,16.01,16.5,81.18,SDA Tradizionale ZONA  2
NOR,*,*,16.51,17,82.92,SDA Tradizionale ZONA  2
NOR,*,*,17.01,17.5,84.66,SDA Tradizionale ZONA  2
NOR,*,*,17.51,18,86.40,SDA Tradizionale ZONA  2
NOR,*,*,18.01,18.5,88.08,SDA Tradizionale ZONA  2
NOR,*,*,18.51,19,89.88,SDA Tradizionale ZONA  2
NOR,*,*,19.01,19.5,91.62,SDA Tradizionale ZONA  2
NOR,*,*,19.51,20,93.36,SDA Tradizionale ZONA  2
NOR,*,*,20.01,20.5,94.56,SDA Tradizionale ZONA  2
NOR,*,*,20.51,21,152.28,SDA Tradizionale ZONA  2
NOR,*,*,21.01,21.5,154.26,SDA Tradizionale ZONA  2
NOR,*,*,21.51,22,156.30,SDA Tradizionale ZONA  2
NOR,*,*,22.01,22.5,158.34,SDA Tradizionale ZONA  2
NOR,*,*,22.51,23,160.32,SDA Tradizionale ZONA  2
NOR,*,*,23.01,23.5,162.36,SDA Tradizionale ZONA  2
NOR,*,*,23.51,24,164.40,SDA Tradizionale ZONA  2
NOR,*,*,24.01,24.5,166.44,SDA Tradizionale ZONA  2
NOR,*,*,24.51,25,168.42,SDA Tradizionale ZONA  2
NOR,*,*,25.01,25.5,170.46,SDA Tradizionale ZONA  2
NOR,*,*,25.51,26,172.50,SDA Tradizionale ZONA  2
NOR,*,*,26.01,26.5,174.54,SDA Tradizionale ZONA  2
NOR,*,*,26.51,27,176.58,SDA Tradizionale ZONA  2
NOR,*,*,27.01,27.5,178.62,SDA Tradizionale ZONA  2
NOR,*,*,27.51,28,180.66,SDA Tradizionale ZONA  2
NOR,*,*,28.01,28.5,182.70,SDA Tradizionale ZONA  2
NOR,*,*,28.51,29,184.74,SDA Tradizionale ZONA  2
NOR,*,*,29.01,2.5,186.78,SDA Tradizionale ZONA  2
NOR,*,*,29.51,30,188.82,SDA Tradizionale ZONA  2
CHE,*,*,0,0.5,27.60,SDA Tradizionale ZONA  2
CHE,*,*,0.51,1,31.38,SDA Tradizionale ZONA  2
CHE,*,*,1.01,1.5,32.52,SDA Tradizionale ZONA  2
CHE,*,*,1.51,2,35.46,SDA Tradizionale ZONA  2
CHE,*,*,2.01,2.5,38.34,SDA Tradizionale ZONA  2
CHE,*,*,2.51,3,40.92,SDA Tradizionale ZONA  2
CHE,*,*,3.01,3.5,41.04,SDA Tradizionale ZONA  2
CHE,*,*,3.51,4,42.00,SDA Tradizionale ZONA  2
CHE,*,*,4.01,4.5,43.98,SDA Tradizionale ZONA  2
CHE,*,*,4.51,5,46.14,SDA Tradizionale ZONA  2
CHE,*,*,5.01,5.5,48.24,SDA Tradizionale ZONA  2
CHE,*,*,5.51,6,48.36,SDA Tradizionale ZONA  2
CHE,*,*,6.01,6.5,48.90,SDA Tradizionale ZONA  2
CHE,*,*,6.51,7,50.64,SDA Tradizionale ZONA  2
CHE,*,*,7.01,7.5,52.38,SDA Tradizionale ZONA  2
CHE,*,*,7.51,8,54.06,SDA Tradizionale ZONA  2
CHE,*,*,8.01,8.5,55.80,SDA Tradizionale ZONA  2
CHE,*,*,8.51,9,57.54,SDA Tradizionale ZONA  2
CHE,*,*,9.01,9.5,59.22,SDA Tradizionale ZONA  2
CHE,*,*,9.51,10,60.96,SDA Tradizionale ZONA  2
CHE,*,*,10.01,10.5,61.08,SDA Tradizionale ZONA  2
CHE,*,*,10.51,11,62.16,SDA Tradizionale ZONA  2
CHE,*,*,11.01,11.5,63.84,SDA Tradizionale ZONA  2
CHE,*,*,11.51,12,65.58,SDA Tradizionale ZONA  2
CHE,*,*,12.01,12.5,67.32,SDA Tradizionale ZONA  2
CHE,*,*,12.51,13,69.06,SDA Tradizionale ZONA  2
CHE,*,*,13.01,13.5,70.74,SDA Tradizionale ZONA  2
CHE,*,*,13.51,14,72.48,SDA Tradizionale ZONA  2
CHE,*,*,14.01,14.5,74.22,SDA Tradizionale ZONA  2
CHE,*,*,14.5,15,75.96,SDA Tradizionale ZONA  2
CHE,*,*,15.01,15.5,77.70,SDA Tradizionale ZONA  2
CHE,*,*,15.51,16,79.44,SDA Tradizionale ZONA  2
CHE,*,*,16.01,16.5,81.18,SDA Tradizionale ZONA  2
CHE,*,*,16.51,17,82.92,SDA Tradizionale ZONA  2
CHE,*,*,17.01,17.5,84.66,SDA Tradizionale ZONA  2
CHE,*,*,17.51,18,86.40,SDA Tradizionale ZONA  2
CHE,*,*,18.01,18.5,88.08,SDA Tradizionale ZONA  2
CHE,*,*,18.51,19,89.88,SDA Tradizionale ZONA  2
CHE,*,*,19.01,19.5,91.62,SDA Tradizionale ZONA  2
CHE,*,*,19.51,20,93.36,SDA Tradizionale ZONA  2
CHE,*,*,20.01,20.5,94.56,SDA Tradizionale ZONA  2
CHE,*,*,20.51,21,152.28,SDA Tradizionale ZONA  2
CHE,*,*,21.01,21.5,154.26,SDA Tradizionale ZONA  2
CHE,*,*,21.51,22,156.30,SDA Tradizionale ZONA  2
CHE,*,*,22.01,22.5,158.34,SDA Tradizionale ZONA  2
CHE,*,*,22.51,23,160.32,SDA Tradizionale ZONA  2
CHE,*,*,23.01,23.5,162.36,SDA Tradizionale ZONA  2
CHE,*,*,23.51,24,164.40,SDA Tradizionale ZONA  2
CHE,*,*,24.01,24.5,166.44,SDA Tradizionale ZONA  2
CHE,*,*,24.51,25,168.42,SDA Tradizionale ZONA  2
