Country Code (ISO3),Region,Zip,Weight From,Weight To,Price,Type
*,*,*,0,30,300.00,SDA Resto del mondo
ITA,*,*,0.00,3.00,8.4,SDA Italia
ITA,*,*,3.01,10.00,8.4,SDA Italia
ITA,*,*,10.01,20.00,11.4,SDA Italia
ITA,*,*,20.01,30.00,11.4,SDA Italia
ITA,*,*,30.01,50.00,18.6,SDA Italia
ITA,*,*,50.01,60,24,SDA Italia
ITA,*,*,60.01,70,28.8,SDA Italia
ITA,*,*,70.01,80,33.6,SDA Italia
ITA,*,*,80.01,90,"38,4",SDA Italia
ITA,*,*,90.01,100,43.2,SDA Italia
ITA,*,*,100.01,110,48,SDA Italia
ITA,*,*,110.01,120,52.8,SDA Italia
ITA,*,*,120.01,99999,500,SDA Italia
AND,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
AND,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
AND,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
AND,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
AND,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
AND,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
AND,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
AND,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
AND,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
AND,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
AND,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
AND,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
AND,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
AND,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
AND,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
AND,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
AND,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
AND,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
AND,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
AND,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
AND,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
AND,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
AND,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
AND,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
AND,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
AND,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
AND,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
AND,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
AND,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
AND,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
AND,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
AND,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
AND,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
AND,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
AND,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
AND,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
AND,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
AND,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
AND,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
AND,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
AND,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
AND,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
AND,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
AND,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
AND,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
AND,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
AND,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
AND,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
AND,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
AND,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
AND,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
AND,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
AND,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
AND,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
AND,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
AND,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
AND,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
AND,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
AND,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
AND,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
AUT,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
AUT,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
AUT,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
AUT,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
AUT,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
AUT,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
AUT,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
AUT,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
AUT,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
AUT,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
AUT,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
AUT,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
AUT,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
AUT,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
AUT,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
AUT,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
AUT,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
AUT,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
AUT,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
AUT,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
AUT,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
AUT,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
AUT,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
AUT,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
AUT,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
AUT,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
AUT,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
AUT,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
AUT,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
AUT,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
AUT,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
AUT,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
AUT,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
AUT,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
AUT,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
AUT,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
AUT,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
AUT,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
AUT,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
AUT,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
AUT,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
AUT,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
AUT,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
AUT,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
AUT,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
AUT,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
AUT,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
AUT,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
AUT,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
AUT,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
AUT,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
AUT,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
AUT,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
AUT,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
AUT,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
AUT,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
AUT,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
AUT,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
AUT,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
AUT,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
BEL,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
BEL,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
BEL,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
BEL,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
BEL,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
BEL,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
BEL,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
BEL,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
BEL,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
BEL,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
BEL,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
BEL,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
BEL,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
BEL,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
BEL,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
BEL,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
BEL,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
BEL,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
BEL,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
BEL,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
BEL,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
BEL,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
BEL,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
BEL,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
BEL,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
BEL,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
BEL,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
BEL,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
BEL,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
BEL,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
BEL,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
BEL,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
BEL,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
BEL,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
BEL,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
BEL,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
BEL,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
BEL,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
BEL,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
BEL,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
BEL,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
BEL,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
BEL,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
BEL,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
BEL,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
BEL,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
BEL,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
BEL,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
BEL,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
BEL,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
BEL,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
BEL,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
BEL,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
BEL,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
BEL,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
BEL,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
BEL,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
BEL,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
BEL,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
BEL,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
DNK,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
DNK,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
DNK,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
DNK,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
DNK,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
DNK,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
DNK,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
DNK,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
DNK,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
DNK,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
DNK,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
DNK,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
DNK,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
DNK,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
DNK,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
DNK,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
DNK,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
DNK,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
DNK,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
DNK,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
DNK,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
DNK,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
DNK,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
DNK,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
DNK,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
DNK,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
DNK,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
DNK,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
DNK,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
DNK,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
DNK,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
DNK,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
DNK,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
DNK,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
DNK,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
DNK,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
DNK,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
DNK,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
DNK,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
DNK,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
DNK,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
DNK,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
DNK,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
DNK,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
DNK,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
DNK,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
DNK,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
DNK,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
DNK,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
DNK,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
DNK,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
DNK,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
DNK,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
DNK,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
DNK,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
DNK,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
DNK,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
DNK,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
DNK,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
DNK,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
FIN,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
FIN,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
FIN,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
FIN,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
FIN,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
FIN,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
FIN,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
FIN,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
FIN,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
FIN,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
FIN,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
FIN,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
FIN,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
FIN,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
FIN,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
FIN,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
FIN,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
FIN,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
FIN,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
FIN,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
FIN,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
FIN,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
FIN,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
FIN,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
FIN,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
FIN,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
FIN,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
FIN,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
FIN,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
FIN,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
FIN,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
FIN,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
FIN,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
FIN,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
FIN,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
FIN,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
FIN,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
FIN,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
FIN,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
FIN,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
FIN,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
FIN,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
FIN,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
FIN,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
FIN,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
FIN,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
FIN,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
FIN,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
FIN,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
FIN,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
FIN,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
FIN,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
FIN,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
FIN,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
FIN,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
FIN,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
FIN,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
FIN,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
FIN,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
FIN,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
FRA,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
FRA,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
FRA,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
FRA,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
FRA,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
FRA,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
FRA,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
FRA,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
FRA,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
FRA,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
FRA,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
FRA,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
FRA,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
FRA,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
FRA,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
FRA,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
FRA,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
FRA,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
FRA,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
FRA,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
FRA,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
FRA,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
FRA,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
FRA,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
FRA,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
FRA,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
FRA,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
FRA,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
FRA,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
FRA,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
FRA,*,*,15.01,15.5,72.66,SDA Tradizionale ZONA  1
FRA,*,*,15.51,16,73.62,SDA Tradizionale ZONA  1
FRA,*,*,16.01,16.5,74.58,SDA Tradizionale ZONA  1
FRA,*,*,16.51,17,75.60,SDA Tradizionale ZONA  1
FRA,*,*,17.01,17.5,76.56,SDA Tradizionale ZONA  1
FRA,*,*,17.51,18,77.52,SDA Tradizionale ZONA  1
FRA,*,*,18.01,18.5,78.54,SDA Tradizionale ZONA  1
FRA,*,*,18.51,19,79.50,SDA Tradizionale ZONA  1
FRA,*,*,19.01,19.5,80.46,SDA Tradizionale ZONA  1
FRA,*,*,19.51,20,81.42,SDA Tradizionale ZONA  1
FRA,*,*,20.01,20.5,82.26,SDA Tradizionale ZONA  1
FRA,*,*,20.51,21,95.94,SDA Tradizionale ZONA  1
FRA,*,*,21.01,21.5,96.90,SDA Tradizionale ZONA  1
FRA,*,*,21.51,22,97.86,SDA Tradizionale ZONA  1
FRA,*,*,22.01,22.5,98.82,SDA Tradizionale ZONA  1
FRA,*,*,22.51,23,99.78,SDA Tradizionale ZONA  1
FRA,*,*,23.01,23.5,100.74,SDA Tradizionale ZONA  1
FRA,*,*,23.51,24,101.70,SDA Tradizionale ZONA  1
FRA,*,*,24.01,24.5,102.66,SDA Tradizionale ZONA  1
FRA,*,*,24.51,25,103.62,SDA Tradizionale ZONA  1
FRA,*,*,25.01,25.5,104.58,SDA Tradizionale ZONA  1
FRA,*,*,25.51,26,105.48,SDA Tradizionale ZONA  1
FRA,*,*,26.01,26.5,106.50,SDA Tradizionale ZONA  1
FRA,*,*,26.51,27,107.46,SDA Tradizionale ZONA  1
FRA,*,*,27.01,27.5,108.42,SDA Tradizionale ZONA  1
FRA,*,*,27.51,28,109.38,SDA Tradizionale ZONA  1
FRA,*,*,28.01,28.5,110.34,SDA Tradizionale ZONA  1
FRA,*,*,28.51,29,111.30,SDA Tradizionale ZONA  1
FRA,*,*,29.01,2.5,112.26,SDA Tradizionale ZONA  1
FRA,*,*,29.51,30,113.22,SDA Tradizionale ZONA  1
DEU,*,*,0,0.5,31.86,SDA Tradizionale ZONA  1
DEU,*,*,0.51,1,33.30,SDA Tradizionale ZONA  1
DEU,*,*,1.01,1.5,34.38,SDA Tradizionale ZONA  1
DEU,*,*,1.51,2,36.06,SDA Tradizionale ZONA  1
DEU,*,*,2.01,2.5,37.80,SDA Tradizionale ZONA  1
DEU,*,*,2.51,3,40.20,SDA Tradizionale ZONA  1
DEU,*,*,3.01,3.5,41.40,SDA Tradizionale ZONA  1
DEU,*,*,3.51,4,42.90,SDA Tradizionale ZONA  1
DEU,*,*,4.01,4.5,44.46,SDA Tradizionale ZONA  1
DEU,*,*,4.51,5,45.96,SDA Tradizionale ZONA  1
DEU,*,*,5.01,5.5,47.22,SDA Tradizionale ZONA  1
DEU,*,*,5.51,6,47.34,SDA Tradizionale ZONA  1
DEU,*,*,6.01,6.5,47.82,SDA Tradizionale ZONA  1
DEU,*,*,6.51,7,49.20,SDA Tradizionale ZONA  1
DEU,*,*,7.01,7.5,50.58,SDA Tradizionale ZONA  1
DEU,*,*,7.51,8,51.90,SDA Tradizionale ZONA  1
DEU,*,*,8.01,8.5,53.22,SDA Tradizionale ZONA  1
DEU,*,*,8.51,9,54.60,SDA Tradizionale ZONA  1
DEU,*,*,9.01,9.5,56.04,SDA Tradizionale ZONA  1
DEU,*,*,9.51,10,57.42,SDA Tradizionale ZONA  1
DEU,*,*,10.01,10.5,61.32,SDA Tradizionale ZONA  1
DEU,*,*,10.51,11,63.96,SDA Tradizionale ZONA  1
DEU,*,*,11.01,11.5,64.92,SDA Tradizionale ZONA  1
DEU,*,*,11.51,12,65.88,SDA Tradizionale ZONA  1
DEU,*,*,12.01,12.5,66.84,SDA Tradizionale ZONA  1
DEU,*,*,12.51,13,67.80,SDA Tradizionale ZONA  1
DEU,*,*,13.01,13.5,68.76,SDA Tradizionale ZONA  1
DEU,*,*,13.51,14,69.78,SDA Tradizionale ZONA  1
DEU,*,*,14.01,14.5,70.74,SDA Tradizionale ZONA  1
DEU,*,*,14.5,15,71.70,SDA Tradizionale ZONA  1
